"RoleName","Operation","Allowed"
"Contributor","Microsoft.Automation/automationAccounts/linkedWorkspace/read","True"
"Contributor","Microsoft.Automation/automationAccounts/usages/read","True"
"Contributor","Microsoft.Automation/automationAccounts/watchers/watcherActions/write","True"
"Contributor","Microsoft.Automation/automationAccounts/watchers/watcherActions/read","True"
"Contributor","Microsoft.Automation/automationAccounts/watchers/watcherActions/delete","True"
"Contributor","Microsoft.Automation/automationAccounts/watchers/streams/read","True"
"Contributor","Microsoft.Automation/automationAccounts/watchers/write","True"
"Contributor","Microsoft.Automation/automationAccounts/watchers/read","True"
"Contributor","Microsoft.Automation/automationAccounts/watchers/delete","True"
"Contributor","Microsoft.Automation/automationAccounts/watchers/start/action","True"
"Contributor","Microsoft.Automation/automationAccounts/watchers/stop/action","True"
"Contributor","Microsoft.Automation/automationAccounts/convertGraphRunbookContent/action","True"
"Contributor","Microsoft.Automation/automationAccounts/read","True"
"Contributor","Microsoft.Automation/automationAccounts/write","True"
"Contributor","Microsoft.Automation/automationAccounts/listKeys/action","True"
"Contributor","Microsoft.Automation/automationAccounts/delete","True"
"Contributor","Microsoft.Automation/automationAccounts/variables/read","True"
"Contributor","Microsoft.Automation/automationAccounts/variables/write","True"
"Contributor","Microsoft.Automation/automationAccounts/variables/delete","True"
"Contributor","Microsoft.Automation/automationAccounts/diagnosticSettings/read","True"
"Contributor","Microsoft.Automation/automationAccounts/diagnosticSettings/write","True"
"Contributor","Microsoft.Automation/automationAccounts/logDefinitions/read","True"
"Contributor","Microsoft.Automation/automationAccounts/providers/Microsoft.Insights/metricDefinitions/read","True"
"Contributor","Microsoft.Automation/automationAccounts/softwareUpdateConfigurations/write","True"
"Contributor","Microsoft.Automation/automationAccounts/softwareUpdateConfigurations/read","True"
"Contributor","Microsoft.Automation/automationAccounts/softwareUpdateConfigurations/delete","True"
"Contributor","Microsoft.Automation/automationAccounts/python2Packages/read","True"
"Contributor","Microsoft.Automation/automationAccounts/python2Packages/write","True"
"Contributor","Microsoft.Automation/automationAccounts/python2Packages/delete","True"
"Contributor","Microsoft.Automation/automationAccounts/python3Packages/read","True"
"Contributor","Microsoft.Automation/automationAccounts/python3Packages/write","True"
"Contributor","Microsoft.Automation/automationAccounts/python3Packages/delete","True"
"Contributor","Microsoft.Automation/automationAccounts/softwareUpdateConfigurationMachineRuns/read","True"
"Contributor","Microsoft.Automation/automationAccounts/softwareUpdateConfigurationRuns/read","True"
"Contributor","Microsoft.Automation/automationAccounts/privateEndpointConnections/read","True"
"Contributor","Microsoft.Automation/automationAccounts/privateEndpointConnections/write","True"
"Contributor","Microsoft.Automation/automationAccounts/privateEndpointConnections/delete","True"
"Contributor","Microsoft.Automation/automationAccounts/privateLinkResources/read","True"
"Contributor","Microsoft.Automation/automationAccounts/privateEndpointConnectionProxies/read","True"
"Contributor","Microsoft.Automation/automationAccounts/privateEndpointConnectionProxies/write","True"
"Contributor","Microsoft.Automation/automationAccounts/privateEndpointConnectionProxies/validate/action","True"
"Contributor","Microsoft.Automation/automationAccounts/privateEndpointConnectionProxies/delete","True"
"Contributor","Microsoft.Automation/automationAccounts/privateEndpointConnectionProxies/operationResults/read","True"
"Contributor","Microsoft.Automation/automationAccounts/hybridRunbookWorkerGroups/hybridRunbookWorkers/read","True"
"Contributor","Microsoft.Automation/automationAccounts/hybridRunbookWorkerGroups/hybridRunbookWorkers/write","True"
"Contributor","Microsoft.Automation/automationAccounts/hybridRunbookWorkerGroups/hybridRunbookWorkers/move/action","True"
"Contributor","Microsoft.Automation/automationAccounts/hybridRunbookWorkerGroups/hybridRunbookWorkers/delete","True"
"Contributor","Microsoft.Automation/automationAccounts/runbooks/operationResults/read","True"
"Contributor","Microsoft.Automation/deletedAutomationAccounts/read","True"
"Contributor","Microsoft.Automation/automationAccounts/webhooks/read","True"
"Contributor","Microsoft.Automation/automationAccounts/webhooks/write","True"
"Contributor","Microsoft.Automation/automationAccounts/webhooks/delete","True"
"Contributor","Microsoft.Automation/automationAccounts/sourceControls/read","True"
"Contributor","Microsoft.Automation/automationAccounts/sourceControls/write","True"
"Contributor","Microsoft.Automation/automationAccounts/sourceControls/delete","True"
"Contributor","Microsoft.Automation/automationAccounts/sourceControls/listKeys/write","True"
"Contributor","Microsoft.Automation/automationAccounts/sourceControls/sourceControlSyncJobs/streams/read","True"
"Contributor","Microsoft.AzureActiveDirectory/register/action","True"
"Contributor","Microsoft.AzureActiveDirectory/b2cDirectories/write","True"
"Contributor","Microsoft.AzureActiveDirectory/b2cDirectories/read","True"
"Contributor","Microsoft.AzureActiveDirectory/b2cDirectories/delete","True"
"Contributor","Microsoft.AzureActiveDirectory/operations/read","True"
"Contributor","Microsoft.AzureActiveDirectory/b2ctenants/read","True"
"Contributor","Microsoft.AzureActiveDirectory/guestUsages/write","True"
"Contributor","Microsoft.AzureActiveDirectory/guestUsages/read","True"
"Contributor","Microsoft.AzureActiveDirectory/guestUsages/delete","True"
"Contributor","Microsoft.AzureActiveDirectory/ciamDirectories/write","True"
"Contributor","Microsoft.AzureActiveDirectory/ciamDirectories/read","True"
"Contributor","Microsoft.AzureActiveDirectory/ciamDirectories/delete","True"
"Contributor","Microsoft.AzureActiveDirectory/directories/write","True"
"Contributor","Microsoft.AzureActiveDirectory/directories/read","True"
"Contributor","Microsoft.AzureActiveDirectory/directories/delete","True"
"Contributor","Microsoft.AzureActiveDirectory/associatedBillingAccounts/write","True"
"Contributor","Microsoft.AzureActiveDirectory/associatedBillingAccounts/read","True"
"Contributor","Microsoft.AzureActiveDirectory/associatedBillingAccounts/delete","True"
"Contributor","Microsoft.AzureStack/register/action","True"
"Contributor","Microsoft.AzureStack/register/action","True"
"Contributor","Microsoft.AzureStack/generateDeploymentLicense/action","True"
"Contributor","Microsoft.AzureStack/registrations/read","True"
"Contributor","Microsoft.AzureStack/registrations/write","True"
"Contributor","Microsoft.AzureStack/registrations/delete","True"
"Contributor","Microsoft.AzureStack/registrations/getActivationKey/action","True"
"Contributor","Microsoft.AzureStack/registrations/enableRemoteManagement/action","True"
"Contributor","Microsoft.AzureStack/registrations/products/read","True"
"Contributor","Microsoft.AzureStack/registrations/products/listDetails/action","True"
"Contributor","Microsoft.AzureStack/registrations/products/getProducts/action","True"
"Contributor","Microsoft.AzureStack/registrations/products/getProduct/action","True"
"Contributor","Microsoft.AzureStack/registrations/products/uploadProductLog/action","True"
"Contributor","Microsoft.AzureStack/registrations/customerSubscriptions/read","True"
"Contributor","Microsoft.AzureStack/registrations/customerSubscriptions/write","True"
"Contributor","Microsoft.AzureStack/registrations/customerSubscriptions/delete","True"
"Contributor","Microsoft.AzureStack/Operations/read","True"
"Contributor","Microsoft.AzureStack/cloudManifestFiles/read","True"
"Contributor","Microsoft.AzureStack/linkedSubscriptions/read","True"
"Contributor","Microsoft.AzureStack/linkedSubscriptions/write","True"
"Contributor","Microsoft.AzureStack/linkedSubscriptions/delete","True"
"Contributor","Microsoft.AzureStack/linkedSubscriptions/linkedResourceGroups/action","True"
"Contributor","Microsoft.AzureStack/linkedSubscriptions/linkedProviders/action","True"
"Contributor","Microsoft.AzureStack/linkedSubscriptions/operations/action","True"
"Contributor","Microsoft.AzureStack/linkedSubscriptions/linkedResourceGroups/linkedProviders/virtualNetworks/read","True"
"Contributor","Microsoft.Batch/register/action","True"
"Contributor","Microsoft.Batch/unregister/action","True"
"Contributor","Microsoft.Batch/batchAccounts/providers/Microsoft.Insights/diagnosticSettings/read","True"
"Contributor","Microsoft.Batch/batchAccounts/providers/Microsoft.Insights/diagnosticSettings/write","True"
"Contributor","Microsoft.Batch/batchAccounts/providers/Microsoft.Insights/logDefinitions/read","True"
"Contributor","Microsoft.Batch/batchAccounts/providers/Microsoft.Insights/metricDefinitions/read","True"
"Contributor","Microsoft.Batch/batchAccounts/read","True"
"Contributor","Microsoft.Batch/batchAccounts/write","True"
"Contributor","Microsoft.Batch/batchAccounts/delete","True"
"Contributor","Microsoft.Batch/batchAccounts/listkeys/action","True"
"Contributor","Microsoft.Batch/batchAccounts/regeneratekeys/action","True"
"Contributor","Microsoft.Batch/batchAccounts/syncAutoStorageKeys/action","True"
"Contributor","Microsoft.Batch/batchAccounts/joinPerimeter/action","True"
"Contributor","Microsoft.Batch/locations/quotas/read","True"
"Contributor","Microsoft.Batch/locations/checkNameAvailability/action","True"
"Contributor","Microsoft.Batch/locations/notifyNetworkSecurityPerimeterUpdatesAvailable/action","True"
"Contributor","Microsoft.Batch/batchAccounts/operationResults/read","True"
"Contributor","Microsoft.Batch/batchAccounts/applications/read","True"
"Contributor","Microsoft.Batch/batchAccounts/applications/write","True"
"Contributor","Microsoft.Batch/batchAccounts/applications/delete","True"
"Contributor","Microsoft.Batch/batchAccounts/applications/versions/read","True"
"Contributor","Microsoft.Batch/batchAccounts/applications/versions/write","True"
"Contributor","Microsoft.Batch/batchAccounts/applications/versions/delete","True"
"Contributor","Microsoft.Batch/batchAccounts/applications/versions/activate/action","True"
"Contributor","Microsoft.Batch/batchAccounts/pools/read","True"
"Contributor","Microsoft.Batch/batchAccounts/pools/write","True"
"Contributor","Microsoft.Batch/batchAccounts/pools/delete","True"
"Contributor","Microsoft.Batch/batchAccounts/pools/stopResize/action","True"
"Contributor","Microsoft.Batch/batchAccounts/pools/disableAutoscale/action","True"
"Contributor","Microsoft.Batch/batchAccounts/poolOperationResults/read","True"
"Contributor","Microsoft.Batch/operations/read","True"
"Contributor","Microsoft.Batch/locations/accountOperationResults/read","True"
"Contributor","Microsoft.Batch/batchAccounts/jobs/read","True"
"Contributor","Microsoft.Batch/batchAccounts/jobs/write","True"
"Contributor","Microsoft.Batch/batchAccounts/jobs/delete","True"
"Contributor","Microsoft.Batch/batchAccounts/jobSchedules/read","True"
"Contributor","Microsoft.Batch/batchAccounts/jobSchedules/write","True"
"Contributor","Microsoft.Batch/batchAccounts/jobSchedules/delete","True"
"Contributor","Microsoft.Batch/batchAccounts/privateLinkResources/read","True"
"Contributor","Microsoft.Batch/batchAccounts/privateEndpointConnections/write","True"
"Contributor","Microsoft.Batch/batchAccounts/privateEndpointConnections/read","True"
"Contributor","Microsoft.Batch/batchAccounts/privateEndpointConnections/delete","True"
"Contributor","Microsoft.Batch/batchAccounts/privateEndpointConnectionResults/read","True"
"Contributor","Microsoft.Batch/batchAccounts/privateEndpointConnectionProxies/validate/action","True"
"Contributor","Microsoft.Batch/batchAccounts/privateEndpointConnectionProxies/write","True"
"Contributor","Microsoft.Batch/batchAccounts/privateEndpointConnectionProxies/read","True"
"Contributor","Microsoft.Batch/batchAccounts/privateEndpointConnectionProxies/delete","True"
"Contributor","Microsoft.Batch/batchAccounts/privateEndpointConnectionProxyResults/read","True"
"Contributor","Microsoft.Batch/locations/virtualMachineSkus/read","True"
"Contributor","Microsoft.Batch/batchAccounts/outboundNetworkDependenciesEndpoints/read","True"
"Contributor","Microsoft.Batch/batchAccounts/detectors/read","True"
"Contributor","Microsoft.Batch/batchAccounts/networkSecurityPerimeterAssociationProxies/read","True"
"Contributor","Microsoft.Batch/batchAccounts/networkSecurityPerimeterAssociationProxies/write","True"
"Contributor","Microsoft.Batch/batchAccounts/networkSecurityPerimeterAssociationProxies/delete","True"
"Contributor","Microsoft.Batch/batchAccounts/networkSecurityPerimeterConfigurations/read","True"
"Contributor","Microsoft.Batch/batchAccounts/networkSecurityPerimeterConfigurations/reconcile/action","True"
"Contributor","Microsoft.Batch/batchAccounts/networkSecurityPerimeterConfigurationOperationResults/read","True"
"Contributor","Microsoft.Batch/batchAccounts/certificates/read","True"
"Contributor","Microsoft.Batch/batchAccounts/certificates/write","True"
"Contributor","Microsoft.Batch/batchAccounts/certificates/delete","True"
"Contributor","Microsoft.Batch/batchAccounts/certificates/cancelDelete/action","True"
"Contributor","Microsoft.Batch/batchAccounts/certificateOperationResults/read","True"
"Contributor","Microsoft.BotService/register/action","True"
"Contributor","Microsoft.BotService/listqnamakerendpointkeys/action","True"
"Contributor","Microsoft.BotService/checknameavailability/action","True"
"Contributor","Microsoft.BotService/listauthserviceproviders/action","True"
"Contributor","Microsoft.BotService/botServices/read","True"
"Contributor","Microsoft.BotService/botServices/write","True"
"Contributor","Microsoft.BotService/botServices/delete","True"
"Contributor","Microsoft.BotService/botServices/createemailsigninurl/action","True"
"Contributor","Microsoft.BotService/botServices/privateEndpointConnectionsApproval/action","True"
"Contributor","Microsoft.BotService/botServices/joinPerimeter/action","True"
"Contributor","Microsoft.BotService/botServices/channels/read","True"
"Contributor","Microsoft.BotService/botServices/channels/write","True"
"Contributor","Microsoft.BotService/botServices/channels/delete","True"
"Contributor","Microsoft.BotService/botServices/channels/listchannelwithkeys/action","True"
"Contributor","Microsoft.BotService/botServices/channels/regeneratekeys/action","True"
"Contributor","Microsoft.BotService/botServices/connections/read","True"
"Contributor","Microsoft.BotService/botServices/connections/write","True"
"Contributor","Microsoft.BotService/botServices/connections/delete","True"
"Contributor","Microsoft.BotService/botServices/connections/listwithsecrets/action","True"
"Contributor","Microsoft.BotService/Operations/read","True"
"Contributor","Microsoft.BotService/locations/operationresults/read","True"
"Contributor","Microsoft.BotService/botServices/connections/listwithsecrets/write","True"
"Contributor","Microsoft.BotService/botServices/providers/Microsoft.Insights/logDefinitions/read","True"
"Contributor","Microsoft.BotService/botServices/providers/Microsoft.Insights/diagnosticSettings/read","True"
"Contributor","Microsoft.BotService/botServices/providers/Microsoft.Insights/diagnosticSettings/write","True"
"Contributor","Microsoft.BotService/botServices/providers/Microsoft.Insights/metricDefinitions/read","True"
"Contributor","Microsoft.BotService/botServices/channels/providers/Microsoft.Insights/logDefinitions/read","True"
"Contributor","Microsoft.BotService/botServices/channels/providers/Microsoft.Insights/diagnosticSettings/read","True"
"Contributor","Microsoft.BotService/botServices/channels/providers/Microsoft.Insights/diagnosticSettings/write","True"
"Contributor","Microsoft.BotService/botServices/channels/providers/Microsoft.Insights/metricDefinitions/read","True"
"Contributor","Microsoft.BotService/botServices/connections/providers/Microsoft.Insights/logDefinitions/read","True"
"Contributor","Microsoft.BotService/botServices/connections/providers/Microsoft.Insights/diagnosticSettings/read","True"
"Contributor","Microsoft.BotService/botServices/connections/providers/Microsoft.Insights/diagnosticSettings/write","True"
"Contributor","Microsoft.BotService/botServices/connections/providers/Microsoft.Insights/metricDefinitions/read","True"
"Contributor","Microsoft.BotService/checknameavailability/providers/Microsoft.Insights/logDefinitions/read","True"
"Contributor","Microsoft.BotService/checknameavailability/providers/Microsoft.Insights/diagnosticSettings/read","True"
"Contributor","Microsoft.BotService/checknameavailability/providers/Microsoft.Insights/diagnosticSettings/write","True"
"Contributor","Microsoft.BotService/checknameavailability/providers/Microsoft.Insights/metricDefinitions/read","True"
"Contributor","Microsoft.BotService/listauthserviceproviders/providers/Microsoft.Insights/logDefinitions/read","True"
"Contributor","Microsoft.BotService/listauthserviceproviders/providers/Microsoft.Insights/diagnosticSettings/read","True"
"Contributor","Microsoft.BotService/listauthserviceproviders/providers/Microsoft.Insights/diagnosticSettings/write","True"
"Contributor","Microsoft.BotService/listauthserviceproviders/providers/Microsoft.Insights/metricDefinitions/read","True"
"Contributor","Microsoft.BotService/hostsettings/read","True"
"Contributor","Microsoft.BotService/hostsettings/providers/Microsoft.Insights/logDefinitions/read","True"
"Contributor","Microsoft.BotService/hostsettings/providers/Microsoft.Insights/diagnosticSettings/read","True"
"Contributor","Microsoft.BotService/hostsettings/providers/Microsoft.Insights/diagnosticSettings/write","True"
"Contributor","Microsoft.BotService/hostsettings/providers/Microsoft.Insights/metricDefinitions/read","True"
"Contributor","Microsoft.BotService/botServices/privateEndpointConnectionProxies/read","True"
"Contributor","Microsoft.BotService/botServices/privateEndpointConnectionProxies/write","True"
"Contributor","Microsoft.BotService/botServices/privateEndpointConnectionProxies/delete","True"
"Contributor","Microsoft.BotService/botServices/privateEndpointConnectionProxies/validate/action","True"
"Contributor","Microsoft.BotService/botServices/privateEndpointConnections/read","True"
"Contributor","Microsoft.BotService/botServices/privateEndpointConnections/write","True"
"Contributor","Microsoft.BotService/botServices/privateEndpointConnections/delete","True"
"Contributor","Microsoft.BotService/botServices/privateLinkResources/read","True"
"Contributor","Microsoft.BotService/operationresults/read","True"
"Contributor","Microsoft.BotService/listqnamakerendpointkeys/providers/Microsoft.Insights/logDefinitions/read","True"
"Contributor","Microsoft.BotService/listqnamakerendpointkeys/providers/Microsoft.Insights/diagnosticSettings/read","True"
"Contributor","Microsoft.BotService/listqnamakerendpointkeys/providers/Microsoft.Insights/diagnosticSettings/write","True"
"Contributor","Microsoft.BotService/listqnamakerendpointkeys/providers/Microsoft.Insights/metricDefinitions/read","True"
"Contributor","Microsoft.BotService/botServices/networkSecurityPerimeterConfigurations/read","True"
"Contributor","Microsoft.BotService/botServices/networkSecurityPerimeterConfigurations/reconcile/action","True"
"Contributor","Microsoft.BotService/botServices/networkSecurityPerimeterAssociationProxies/read","True"
"Contributor","Microsoft.BotService/botServices/networkSecurityPerimeterAssociationProxies/write","True"
"Contributor","Microsoft.BotService/botServices/networkSecurityPerimeterAssociationProxies/delete","True"
"Contributor","Microsoft.BotService/locations/notifyNetworkSecurityPerimeterUpdatesAvailable/action","True"
"Contributor","Microsoft.Cache/checknameavailability/action","True"
"Contributor","Microsoft.Cache/register/action","True"
"Contributor","Microsoft.Cache/unregister/action","True"
"Contributor","Microsoft.Cache/operations/read","True"
"Contributor","Microsoft.Cache/locations/operationResults/read","True"
"Contributor","Microsoft.Cache/redis/write","True"
"Contributor","Microsoft.Cache/redis/read","True"
"Contributor","Microsoft.Cache/redis/delete","True"
"Contributor","Microsoft.Cache/redis/listKeys/action","True"
"Contributor","Microsoft.Cache/redis/regenerateKey/action","True"
"Contributor","Microsoft.Cache/redis/import/action","True"
"Contributor","Microsoft.Cache/redis/export/action","True"
"Contributor","Microsoft.Cache/redis/forceReboot/action","True"
"Contributor","Microsoft.Cache/redis/stop/action","True"
"Contributor","Microsoft.Cache/redis/start/action","True"
"Contributor","Microsoft.Cache/redis/flush/action","True"
"Contributor","Microsoft.Cache/redis/getMigrationInfo/action","True"
"Contributor","Microsoft.Cache/redis/updateMigrationStatus/action","True"
"Contributor","Microsoft.Cache/redis/updateDnsForMigration/action","True"
"Contributor","Microsoft.Cache/redis/rollbackDnsForMigration/action","True"
"Contributor","Microsoft.Cache/redis/PrivateEndpointConnectionsApproval/action","True"
"Contributor","Microsoft.Cache/redis/metricDefinitions/read","True"
"Contributor","Microsoft.Cache/redis/patchSchedules/read","True"
"Contributor","Microsoft.Cache/redis/patchSchedules/write","True"
"Contributor","Microsoft.Cache/redis/patchSchedules/delete","True"
"Contributor","Microsoft.Cache/redis/firewallRules/read","True"
"Contributor","Microsoft.Cache/redis/firewallRules/write","True"
"Contributor","Microsoft.Cache/redis/firewallRules/delete","True"
"Contributor","Microsoft.Cache/redis/linkedServers/read","True"
"Contributor","Microsoft.Cache/redis/linkedServers/write","True"
"Contributor","Microsoft.Cache/redis/linkedServers/delete","True"
"Contributor","Microsoft.Cache/redisEnterprise/providers/Microsoft.Insights/metricDefinitions/read","True"
"Contributor","Microsoft.Cache/redis/eventGridFilters/read","True"
"Contributor","Microsoft.Cache/redis/eventGridFilters/write","True"
"Contributor","Microsoft.Cache/redis/eventGridFilters/delete","True"
"Contributor","Microsoft.Cache/locations/asyncOperations/read","True"
"Contributor","Microsoft.Cache/redis/privateEndpointConnectionProxies/validate/action","True"
"Contributor","Microsoft.Cache/redis/privateEndpointConnectionProxies/read","True"
"Contributor","Microsoft.Cache/redis/privateEndpointConnectionProxies/write","True"
"Contributor","Microsoft.Cache/redis/privateEndpointConnectionProxies/delete","True"
"Contributor","Microsoft.Cache/redis/privateEndpointConnections/read","True"
"Contributor","Microsoft.Cache/redis/privateEndpointConnections/write","True"
"Contributor","Microsoft.Cache/redis/privateEndpointConnections/delete","True"
"Contributor","Microsoft.Cache/redis/privateLinkResources/read","True"
"Contributor","Microsoft.Cache/locations/operationsStatus/read","True"
"Contributor","Microsoft.Cache/redisEnterprise/privateEndpointConnectionProxies/validate/action","True"
"Contributor","Microsoft.Cache/redisEnterprise/privateEndpointConnectionProxies/read","True"
"Contributor","Microsoft.Cache/redisEnterprise/privateEndpointConnectionProxies/write","True"
"Contributor","Microsoft.Cache/redisEnterprise/privateEndpointConnectionProxies/delete","True"
"Contributor","Microsoft.Cache/redisEnterprise/privateEndpointConnectionProxies/operationResults/read","True"
"Contributor","Microsoft.Cache/redisEnterprise/delete","True"
"Contributor","Microsoft.Cache/redisEnterprise/read","True"
"Contributor","Microsoft.Cache/redisEnterprise/write","True"
"Contributor","Microsoft.Cache/redisEnterprise/listSkusForScaling/action","True"
"Contributor","Microsoft.Cache/redisEnterprise/PrivateEndpointConnectionsApproval/action","True"
"Contributor","Microsoft.Cache/redisEnterprise/databases/delete","True"
"Contributor","Microsoft.Cache/redisEnterprise/databases/read","True"
"Contributor","Microsoft.Cache/redisEnterprise/databases/write","True"
"Contributor","Microsoft.Cache/redisEnterprise/databases/export/action","True"
"Contributor","Microsoft.Cache/redisEnterprise/databases/forceUnlink/action","True"
"Contributor","Microsoft.Cache/redisEnterprise/databases/import/action","True"
"Contributor","Microsoft.Cache/redisEnterprise/databases/listKeys/action","True"
"Contributor","Microsoft.Cache/redisEnterprise/databases/regenerateKey/action","True"
"Contributor","Microsoft.Cache/redisEnterprise/privateEndpointConnections/read","True"
"Contributor","Microsoft.Cache/redisEnterprise/privateEndpointConnections/write","True"
"Contributor","Microsoft.Cache/redisEnterprise/privateEndpointConnections/delete","True"
"Contributor","Microsoft.Cache/redisEnterprise/privateLinkResources/read","True"
"Contributor","Microsoft.Cache/locations/checknameavailability/action","True"
"Contributor","Microsoft.Cache/redisEnterprise/databases/operationResults/read","True"
"Contributor","Microsoft.Cache/redisEnterprise/operationResults/read","True"
"Contributor","Microsoft.Cache/redis/detectors/read","True"
"Contributor","Microsoft.Cache/redis/accessPolicies/read","True"
"Contributor","Microsoft.Cache/redis/accessPolicies/write","True"
"Contributor","Microsoft.Cache/redis/accessPolicies/delete","True"
"Contributor","Microsoft.Cache/redis/accessPolicyAssignments/read","True"
"Contributor","Microsoft.Cache/redis/accessPolicyAssignments/write","True"
"Contributor","Microsoft.Cache/redis/accessPolicyAssignments/delete","True"
"Contributor","Microsoft.Cache/redisEnterprise/migrations/read","True"
"Contributor","Microsoft.Cache/redisEnterprise/migrations/write","True"
"Contributor","Microsoft.Cache/redisEnterprise/migrations/cancel/action","True"
"Contributor","Microsoft.Capacity/calculateprice/action","True"
"Contributor","Microsoft.Capacity/checkoffers/action","True"
"Contributor","Microsoft.Capacity/checkscopes/action","True"
"Contributor","Microsoft.Capacity/validatereservationorder/action","True"
"Contributor","Microsoft.Capacity/reservationorders/action","True"
"Contributor","Microsoft.Capacity/register/action","True"
"Contributor","Microsoft.Capacity/unregister/action","True"
"Contributor","Microsoft.Capacity/calculateexchange/action","True"
"Contributor","Microsoft.Capacity/exchange/action","True"
"Contributor","Microsoft.Capacity/listSkus/action","True"
"Contributor","Microsoft.Capacity/reservationorders/changedirectory/action","True"
"Contributor","Microsoft.Capacity/reservationorders/availablescopes/action","True"
"Contributor","Microsoft.Capacity/reservationorders/read","True"
"Contributor","Microsoft.Capacity/reservationorders/write","True"
"Contributor","Microsoft.Capacity/reservationorders/delete","True"
"Contributor","Microsoft.Capacity/reservationorders/reservations/action","True"
"Contributor","Microsoft.Capacity/reservationorders/return/action","True"
"Contributor","Microsoft.Capacity/reservationorders/swap/action","True"
"Contributor","Microsoft.Capacity/reservationorders/split/action","True"
"Contributor","Microsoft.Capacity/reservationorders/changeBilling/action","True"
"Contributor","Microsoft.Capacity/reservationorders/merge/action","True"
"Contributor","Microsoft.Capacity/reservationorders/calculaterefund/action","True"
"Contributor","Microsoft.Capacity/reservationorders/reservations/availablescopes/action","True"
"Contributor","Microsoft.Capacity/reservationorders/reservations/read","True"
"Contributor","Microsoft.Capacity/reservationorders/reservations/write","True"
"Contributor","Microsoft.Capacity/reservationorders/reservations/delete","True"
"Contributor","Microsoft.Capacity/reservationorders/reservations/archive/action","True"
"Contributor","Microsoft.Capacity/reservationorders/reservations/unarchive/action","True"
"Contributor","Microsoft.Capacity/reservationorders/reservations/revisions/read","True"
"Contributor","Microsoft.Capacity/appliedreservations/read","True"
"Contributor","Microsoft.Capacity/catalogs/read","True"
"Contributor","Microsoft.Capacity/operations/read","True"
"Contributor","Microsoft.Capacity/commercialreservationorders/read","True"
"Contributor","Microsoft.Capacity/tenants/register/action","True"
"Contributor","Microsoft.Capacity/reservationorders/splitoperationresults/read","True"
"Contributor","Microsoft.Capacity/reservationorders/mergeoperationresults/read","True"
"Contributor","Microsoft.Capacity/resourceProviders/locations/serviceLimits/read","True"
"Contributor","Microsoft.Capacity/resourceProviders/locations/serviceLimits/write","True"
"Contributor","Microsoft.Capacity/resourceProviders/locations/serviceLimitsRequests/read","True"
"Contributor","Microsoft.Capacity/reservationorders/changebillingoperationresults/read","True"
"Contributor","Microsoft.Cdn/register/action","True"
"Contributor","Microsoft.Cdn/unregister/action","True"
"Contributor","Microsoft.Cdn/CheckNameAvailability/action","True"
"Contributor","Microsoft.Cdn/ValidateProbe/action","True"
"Contributor","Microsoft.Cdn/CheckResourceUsage/action","True"
"Contributor","Microsoft.Cdn/ValidateSecret/action","True"
"Contributor","Microsoft.Cdn/CanMigrate/action","True"
"Contributor","Microsoft.Cdn/Migrate/action","True"
"Contributor","Microsoft.Cdn/operations/read","True"
"Contributor","Microsoft.Cdn/profiles/endpoints/providers/Microsoft.Insights/logDefinitions/read","True"
"Contributor","Microsoft.Cdn/profiles/endpoints/providers/Microsoft.Insights/diagnosticSettings/read","True"
"Contributor","Microsoft.Cdn/profiles/endpoints/providers/Microsoft.Insights/diagnosticSettings/write","True"
"Contributor","Microsoft.Cdn/cdnwebapplicationfirewallpolicies/providers/Microsoft.Insights/logDefinitions/read","True"
"Contributor","Microsoft.Cdn/cdnwebapplicationfirewallpolicies/providers/Microsoft.Insights/metricDefinitions/read","True"
"Contributor","Microsoft.Cdn/cdnwebapplicationfirewallpolicies/providers/Microsoft.Insights/diagnosticSettings/read","True"
"Contributor","Microsoft.Cdn/cdnwebapplicationfirewallpolicies/providers/Microsoft.Insights/diagnosticSettings/write","True"
"Contributor","Microsoft.Cdn/profiles/providers/Microsoft.Insights/logDefinitions/read","True"
"Contributor","Microsoft.Cdn/profiles/providers/Microsoft.Insights/diagnosticSettings/read","True"
"Contributor","Microsoft.Cdn/profiles/providers/Microsoft.Insights/diagnosticSettings/write","True"
"Contributor","Microsoft.Cdn/profiles/providers/Microsoft.Insights/metricDefinitions/read","True"
"Contributor","Microsoft.Cdn/edgenodes/read","True"
"Contributor","Microsoft.Cdn/edgenodes/write","True"
"Contributor","Microsoft.Cdn/edgenodes/delete","True"
"Contributor","Microsoft.Cdn/profiles/read","True"
"Contributor","Microsoft.Cdn/profiles/write","True"
"Contributor","Microsoft.Cdn/profiles/delete","True"
"Contributor","Microsoft.Cdn/profiles/CheckResourceUsage/action","True"
"Contributor","Microsoft.Cdn/profiles/GenerateSsoUri/action","True"
"Contributor","Microsoft.Cdn/profiles/GetSupportedOptimizationTypes/action","True"
"Contributor","Microsoft.Cdn/profiles/CheckHostNameAvailability/action","True"
"Contributor","Microsoft.Cdn/profiles/Usages/action","True"
"Contributor","Microsoft.Cdn/profiles/Upgrade/action","True"
"Contributor","Microsoft.Cdn/profiles/CdnCanMigrateToAfd/action","True"
"Contributor","Microsoft.Cdn/profiles/CdnMigrateToAfd/action","True"
"Contributor","Microsoft.Cdn/profiles/MigrationCommit/action","True"
"Contributor","Microsoft.Cdn/profiles/MigrationAbort/action","True"
