"RoleName","Operation","Allowed"
"Contributor","Microsoft.Migrate/assessmentProjects/startreplicationplanner/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/resolveScope/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/hypervcollectors/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/hypervcollectors/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/hypervcollectors/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/vmwarecollectors/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/vmwarecollectors/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/vmwarecollectors/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/machines/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/updateMachines/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/assessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/assessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/assessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/assessments/downloadurl/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/assessments/recalculateSummaries/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/assessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/assessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/assessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/assessments/downloadurl/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/assessments/assessedmachines/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/assessmentOptions/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/servercollectors/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/servercollectors/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/importcollectors/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/importcollectors/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/importcollectors/delete","True"
"Contributor","Microsoft.Migrate/migrateProjects/VirtualDesktopUsers/read","True"
"Contributor","Microsoft.Migrate/migrateProjects/WebServers/read","True"
"Contributor","Microsoft.Migrate/migrateProjects/WebSites/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/avsAssessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/avsAssessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/avsAssessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/avsAssessments/downloadurl/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/avsAssessments/avsassessedmachines/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/avsAssessmentOptions/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/assessmentsSummary/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/privateEndpointConnectionProxies/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/privateEndpointConnectionProxies/validate/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/privateEndpointConnectionProxies/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/privateEndpointConnectionProxies/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/privateEndpointConnections/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/privateEndpointConnections/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/privateEndpointConnections/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/privateLinkResources/read","True"
"Contributor","Microsoft.Migrate/migrateProjects/privateEndpointConnectionProxies/read","True"
"Contributor","Microsoft.Migrate/migrateProjects/privateEndpointConnectionProxies/validate/action","True"
"Contributor","Microsoft.Migrate/migrateProjects/privateEndpointConnectionProxies/write","True"
"Contributor","Microsoft.Migrate/migrateProjects/privateEndpointConnectionProxies/delete","True"
"Contributor","Microsoft.Migrate/migrateProjects/privateEndpointConnections/read","True"
"Contributor","Microsoft.Migrate/migrateProjects/privateEndpointConnections/write","True"
"Contributor","Microsoft.Migrate/migrateProjects/privateEndpointConnections/delete","True"
"Contributor","Microsoft.Migrate/migrateProjects/privateLinkResources/read","True"
"Contributor","Microsoft.Migrate/moveCollections/read","True"
"Contributor","Microsoft.Migrate/moveCollections/write","True"
"Contributor","Microsoft.Migrate/moveCollections/delete","True"
"Contributor","Microsoft.Migrate/moveCollections/resolveDependencies/action","True"
"Contributor","Microsoft.Migrate/moveCollections/prepare/action","True"
"Contributor","Microsoft.Migrate/moveCollections/initiateMove/action","True"
"Contributor","Microsoft.Migrate/moveCollections/discard/action","True"
"Contributor","Microsoft.Migrate/moveCollections/commit/action","True"
"Contributor","Microsoft.Migrate/moveCollections/bulkRemove/action","True"
"Contributor","Microsoft.Migrate/moveCollections/unresolvedDependencies/read","True"
"Contributor","Microsoft.Migrate/moveCollections/moveResources/read","True"
"Contributor","Microsoft.Migrate/moveCollections/moveResources/write","True"
"Contributor","Microsoft.Migrate/moveCollections/moveResources/delete","True"
"Contributor","Microsoft.Migrate/moveCollections/operations/read","True"
"Contributor","Microsoft.Migrate/moveCollections/requiredFor/read","True"
"Contributor","Microsoft.Migrate/locations/rmsOperationResults/read","True"
"Contributor","Microsoft.Migrate/resourcetypes/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlcollectors/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlcollectors/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlcollectors/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webappcollectors/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webappcollectors/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webappcollectors/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlAssessmentOptions/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/assessmentsSummary/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/sqlAssessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/sqlAssessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/sqlAssessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/sqlAssessments/downloadurl/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/sqlAssessments/summaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/sqlAssessments/recommendedAssessedEntities/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/sqlAssessments/assessedSqlInstances/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/sqlAssessments/assessedSqlDatabases/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/sqlAssessments/assessedSqlMachines/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/webappAssessments/downloadurl/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/webappAssessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/webappAssessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/webappAssessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/webappAssessments/assessedwebApps/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/webappAssessments/webappServicePlans/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webAppAssessmentOptions/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/projectsummary/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/replicationplannerjobs/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/businesscases/evaluatedmachines/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/businesscases/evaluatedsqlentities/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/businesscases/evaluatedwebapps/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/businesscases/comparesummary/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/businesscases/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/businesscases/report/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/businesscases/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/businesscases/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/businesscases/iaassummaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/businesscases/overviewsummaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/businesscases/paassummaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/oracleAssessmentOptions/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/oracleAssessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/oracleAssessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/oracleAssessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/oracleAssessments/downloadurl/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/oracleAssessments/recalculateSummaries/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/oracleAssessments/summaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/oraclecollectors/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/oraclecollectors/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/oraclecollectors/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/oracleAssessments/assessedInstances/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/oracleAssessments/assessedInstances/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/oracleAssessments/assessedDatabases/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/oracleAssessments/assessedDatabases/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/springBootAssessmentOptions/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/springBootAssessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/springBootAssessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/springBootAssessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/springBootAssessments/downloadurl/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/springBootAssessments/recalculateSummaries/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/springBootAssessments/summaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/springBootcollectors/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/springBootcollectors/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/springBootcollectors/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/springBootAssessments/assessedApplications/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/springBootAssessments/assessedApplications/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/aksAssessmentOptions/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/aksAssessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/aksAssessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/aksAssessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/aksAssessments/downloadurl/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/aksAssessments/recalculateSummaries/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/aksAssessments/summaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/aksAssessments/assessedwebapps/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/aksAssessments/assessedwebapps/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/aksAssessments/clusters/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/aksAssessments/clusters/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/aksAssessments/costdetails/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/aksAssessments/costdetails/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webAppAssessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webappAssessments/downloadurl/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webappAssessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webappAssessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webappAssessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webappAssessments/recalculateSummaries/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/groups/webappAssessments/summaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/businesscases/avssummaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/businesscases/evaluatedavsmachines/read","True"
"Contributor","Microsoft.Migrate/locations/operationResults/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sapAssessmentOptions/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sapAssessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sapAssessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sapAssessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sapAssessments/downloadurl/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sapAssessments/recalculateSummaries/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sapAssessments/summaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sapcollectors/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sapcollectors/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sapcollectors/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sapAssessments/assessedApplications/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sapAssessments/assessedApplications/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/privateendpointconnectionproxiesazureasyncoperation/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mysqlAssessmentOptions/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mysqlAssessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mysqlAssessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mysqlAssessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mysqlAssessments/downloadurl/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mysqlAssessments/recalculateSummaries/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mysqlAssessments/summaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mysqlcollectors/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mysqlcollectors/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mysqlcollectors/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mysqlAssessments/assessedInstances/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mysqlAssessments/assessedInstances/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/pgsqlAssessmentOptions/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/pgsqlAssessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/pgsqlAssessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/pgsqlAssessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/pgsqlAssessments/downloadurl/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/pgsqlAssessments/recalculateSummaries/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/pgsqlAssessments/summaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/pgsqlAssessments/assessedInstances/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/pgsqlAssessments/assessedInstances/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/assessments/summaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/assessments/assessedmachines/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/assessments/assessedmachines/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/avsAssessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/avsAssessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/avsAssessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/avsAssessments/downloadurl/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/avsAssessments/recalculateSummaries/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/avsAssessments/summaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/avsAssessments/avsassessedmachines/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/avsAssessments/avsassessedmachines/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlAssessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlAssessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlAssessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlAssessments/downloadurl/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlAssessments/recalculateSummaries/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlAssessments/summaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlAssessments/recommendedAssessedEntities/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlAssessments/assessedSqlInstances/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlAssessments/assessedSqlInstances/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlAssessments/assessedSqlDatabases/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlAssessments/assessedSqlDatabases/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlAssessments/assessedSqlMachines/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlAssessments/assessedSqlMachines/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webappAssessments/assessedwebApps/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webappAssessments/assessedwebApps/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webappAssessments/webappServicePlans/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webappAssessments/summaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/heterogeneousAssessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/heterogeneousAssessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/heterogeneousAssessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/heterogeneousAssessments/downloadurl/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/applicationAssessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/applicationAssessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/applicationAssessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/application/assessedApplication/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webAppCompoundAssessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webAppCompoundAssessments/downloadUrl/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webAppCompoundAssessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webAppCompoundAssessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webAppCompoundAssessments/recalculateSummaries/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webAppCompoundAssessments/assessedWebapps/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webAppCompoundAssessments/assessedWebapps/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/webAppCompoundAssessments/summaries/read","True"
"Contributor","Microsoft.Migrate/castScanReports/read","True"
"Contributor","Microsoft.Migrate/castScanReports/write","True"
"Contributor","Microsoft.Migrate/castScanReports/codeScanIssues/read","True"
"Contributor","Microsoft.Migrate/onPremTcoDetails/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/machineOnPremSettings/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/machineOnPremSettings/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlOnPremSettings/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/sqlOnPremSettings/write","True"
"Contributor","Microsoft.Migrate/migrateProjects/privateendpointconnectionproxiesazureasyncoperation/read","True"
"Contributor","Microsoft.Migrate/locations/operationStatuses/read","True"
"Contributor","Microsoft.Migrate/locations/operationStatuses/write","True"
"Contributor","Microsoft.Migrate/migrateProjects/waves/read","True"
"Contributor","Microsoft.Migrate/migrateProjects/waves/write","True"
"Contributor","Microsoft.Migrate/migrateProjects/waves/delete","True"
"Contributor","Microsoft.Migrate/migrateProjects/waves/refresh/action","True"
"Contributor","Microsoft.Migrate/migrateProjects/migrationentities/read","True"
"Contributor","Microsoft.Migrate/migrateProjects/migrationentities/write","True"
"Contributor","Microsoft.Migrate/migrateProjects/migrationentities/delete","True"
"Contributor","Microsoft.Migrate/migrateProjects/migrationentitygroups/read","True"
"Contributor","Microsoft.Migrate/migrateProjects/migrationentitygroups/write","True"
"Contributor","Microsoft.Migrate/migrateProjects/migrationentitygroups/delete","True"
"Contributor","Microsoft.Migrate/migrateProjects/tasks/read","True"
"Contributor","Microsoft.Migrate/migrateProjects/tasks/write","True"
"Contributor","Microsoft.Migrate/migrateProjects/tasks/delete","True"
"Contributor","Microsoft.Migrate/migrateProjects/waveoperations/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/heterogeneousAssessments/summaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mongodbAssessmentOptions/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mongodbAssessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mongodbAssessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mongodbAssessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mongodbAssessments/downloadurl/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mongodbAssessments/recalculateSummaries/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mongodbAssessments/summaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mongodbcollectors/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mongodbcollectors/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mongodbcollectors/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mongodbAssessments/assessedInstances/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/mongodbAssessments/assessedInstances/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/fileshareAssessmentOptions/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/fileshareAssessments/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/fileshareAssessments/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/fileshareAssessments/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/fileshareAssessments/downloadurl/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/fileshareAssessments/recalculateSummaries/action","True"
"Contributor","Microsoft.Migrate/assessmentProjects/fileshareAssessments/summaries/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/filesharecollectors/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/filesharecollectors/write","True"
"Contributor","Microsoft.Migrate/assessmentProjects/filesharecollectors/delete","True"
"Contributor","Microsoft.Migrate/assessmentProjects/fileshareAssessments/assessedFileShares/read","True"
"Contributor","Microsoft.Migrate/assessmentProjects/fileshareAssessments/assessedFileShares/write","True"
"Contributor","Microsoft.NetApp/register/action","True"
"Contributor","Microsoft.NetApp/unregister/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/read","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/write","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/delete","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/revert/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/resetCifsPassword/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/breakReplication/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/listReplications/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/reInitializeReplication/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/authorizeReplication/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/resyncReplication/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/deleteReplication/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/poolChange/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/relocate/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/finalizeRelocation/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/revertRelocation/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/breakFileLocks/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/migrateBackups/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/populateAvailabilityZone/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/getGroupIdListForLdapUser/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/splitCloneFromParent/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/reestablishReplication/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/peerClusterForOnPremMigration/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/peerExternalCluster/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/createOnPremMigrationReplication/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/authorizeExternalReplication/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/performReplicationTransfer/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/finalizeOnPremMigration/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/finalizeExternalReplication/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/listQuotaReport/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/providers/Microsoft.Insights/metricDefinitions/read","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/providers/Microsoft.Insights/diagnosticSettings/read","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/providers/Microsoft.Insights/diagnosticSettings/write","True"
"Contributor","Microsoft.NetApp/netAppAccounts/read","True"
"Contributor","Microsoft.NetApp/netAppAccounts/write","True"
"Contributor","Microsoft.NetApp/netAppAccounts/delete","True"
"Contributor","Microsoft.NetApp/netAppAccounts/renewCredentials/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/migrateBackups/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/changeKeyVault/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/getKeyVaultStatus/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/migrateEncryption/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/transitionToCmk/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/read","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/write","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/delete","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/changeZone/action","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/snapshots/read","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/snapshots/write","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/snapshots/delete","True"
"Contributor","Microsoft.NetApp/netAppAccounts/capacityPools/volumes/snapshots/restoreFiles/action","True"
"Contributor","Microsoft.NetApp/Operations/read","True"
"Contributor","Microsoft.NetApp/locations/operationresults/read","True"
"Contributor","Microsoft.NetApp/locations/read","True"
